Number;Speaker;Start time;End time;Duration;Text
0;Speaker 1;00:00:06.010;00:00:42.740;00:00:36.730;"Hi, I'm Simba, Katherine, and you're listening to the MLS weekly podcast today. I'm chatting with Bernice Herman, a data scientist at YLabs who also holds a position at the University of Washington Esign Institute as a research scientist while also completing her PhD at YLabs. She uses aggregate statistics to collect data distributions for monitoring realtime machine learning systems. At UW, she does research on synthetic data and evaluation of machine learning models as well. Before joining YLab, she worked as a software developer on Amazon, working on models related to the inventory planning and control there. Bernice, so excited to have you on the show today."
1;Speaker 2;00:00:42.880;00:00:44.710;00:00:01.830;"Yes, thank you for having me."
2;Speaker 1;00:00:44.830;00:00:51.140;00:00:06.310;"So I like to start all these podcasts with the question what does ML Ops mean to you?"
3;Speaker 2;00:00:51.280;00:01:41.630;00:00:50.350;"Yeah, this was an interesting one. So simply put, I think ML Ops is about how do we think about the maintenance and the reliability of machine learnings beyond the initial creation? I think in machine learning, especially as a researcher in machine learning. The more academic side, academics certainly think about the creation of the model. You run your tests on it, you get some performance numbers, and then the model kind of ceases to exist. But when you move to production, you really need to think about how does this thing kind of how is it robust and reliable and how does it last for a long time. So I think of ML apps about that space. Of course, there are big parallels to DevOps, which is kind of a portmanteau of development and operations, and that's the same for the machine learning side of it."
4;Speaker 1;00:01:41.790;00:01:52.080;00:00:10.290;"Yeah. And actually it's funny you bring up the DevOps things. I'm curious to expand on that more. What do you see as kind of the parallels and the differences between MLS and DevOps?"
5;Speaker 2;00:01:52.230;00:03:08.590;00:01:16.360;"Yeah. So DevOps has a number of things, kind of continuous integration and deployment. You have things related to monitoring and kind of signals of service, up time and availability, that sort of stuff. And I think DevOps really has kind of two parts. One are these special tools to be able to continually have observability and kind of easy deployment of systems, but you also have just the organizational aspects of DevOps. If you have an organization that does that DevOps, you tend to think about the way software is developed very differently. I think Machine Learning Ops has all of those things, but I think that there are some additional requirements that you have to think about. So one big one that we talk a lot at Why Lab is about is that when you do DevOps, you normally can get away with really simple kind of metrics of things. So let's say you have some service and it's running in production. You care about a number of metrics, like very many things related to the percentage of uptime of the service. The latency you might even care about, like the volume of data that comes into the service purely from a DevOps perspective."
6;Speaker 2;00:03:08.710;00:03:43.350;00:00:34.640;"And I think Mlaps, the thing that gets added onto that is not only do you care about just those metrics, but you also care about the content of the data that you see. That's normally a thing you don't really have to care about for DevOps. You may log it, you may have some sense of Invalid inputs, but that's kind of it for any machine learning data or just data in general. Not only do I care about that, the data got there, I care about what's the distribution of that data is, the average value difference. So there's all of this kind of within the data stuff that you have to add on for ML apps."
7;Speaker 1;00:03:43.520;00:04:18.230;00:00:34.710;"So expanding on that a bit, we talk a lot about a lot of categories in ML apps. There's a lot of vendors in Mlaps. There's a lot of random example solutions out there. I personally feel like there isn't yet example of a canonical perfect ML Ops workflow. I can't personally think of one company that's like, this is perfect. This is exactly how everyone should do it. And I don't even know if it really exists a thing as a perfect M Ops workflow. But if it did or what's, I guess the closest you can get to like, what does it look like when MLOps is done right?"
8;Speaker 2;00:04:18.390;00:05:30.050;00:01:11.660;"Yeah, that's a great question. I mean, I will definitely take the same size that you're on. I think it's a hard thing to feel like I'm going to take the good side. You defend the perfect workflow. I definitely don't think that's the case. I do think that when people kind of get toward ML apps, they have a specific vision of the system in their head. Maybe it's their specific problem that they're working on that makes total sense or just kind of the things that you hear over and over again. So maybe, for example, if you're talking about future stores, you often get into the space of like, you have customer data. There's lots of different maybe parts of the organization or website that gives you different kind of aspects of the customer. You'll want to do some aggregation and have some sense of what's the current features for this customer and serve that. But I think that's one aspect of it and that makes total sense in some use cases. There are other aspects. So when I worked at Amazon, we were in the supply chain optimization team and our job basically was to decide how much of every Asan that wasn't third party vendors, millions of Ace being just products or SKUs."
9;Speaker 2;00:05:30.120;00:06:20.000;00:00:49.880;"Really. I think it's the best equivalent for Asin. But for every SKU, we want to decide how much should we have in stock at any time. So the problem is very different because I think unlike kind of customers or things like that, it was a lot more ephemeral. If I made a decision today about how much we should have in stock. I might buy some more in stock or decide to not buy some. But tomorrow I'm going to remake that decision. And I actually don't care about what I said yesterday. I just care about how much I have in stock. So I think if you have a very ephemeral system, maybe the world looks a little different and you don't need to store as much information. You need to be able to rerun information. If you have a system that has kind of a fixed cohort of people or like customers or things you have to predict, then you're going to want to store more information. So it really depends."
