Number;Speaker;Start time;End time;Duration;Text
0;Simba Khadder;00:00:06.170;00:00:22.730;00:00:16.560;"Hey everyone. Simba Khadder here and you are listening to the MLOps Weekly Podcast. Today we're doing something a little bit different. I'm going to be speaking with our head of MLOps here on Featureform, Mikiko. Before I get further Mikiko, why don't you go ahead and introduce yourself."
1;Mikiko Bazeley;00:00:22.930;00:00:51.720;00:00:28.790;"Hey, everyone, my name is Mikiko Bazeley and I joined Featureform pretty recently, let's say around last October, as head of MLOps as Simba mentioned. Prior to joining Featureform, I've worked a number of roles as a data analyst, data scientist, and even more recently as like an MLOps engineer working on the Mailchimp ML platform team. Was on the Mailchimp platform team."
2;Mikiko Bazeley;00:00:51.780;00:01:16.460;00:00:24.680;"I've also worked in a ton of different industries, like you name it, real estate tech, HR tech, antipiracy, which yeah, I know, I feel bad about that, but a girl's got to pay rent, solar, even for example 3D design modeling, which has become more relevant for a company like Autodesk. Really super happy to finally have this conversation on the podcast."
3;Simba Khadder;00:01:16.610;00:01:43.330;00:00:26.720;"I know we've been talking about doing this forever, so I'm really excited to be able to have you on. Man, there's so much to talk about. I would love to start maybe by talking about you started your career on a sergeant career, but you went and made the jump from more applied data scientist to more ML engineer. I would love to first jump into that transition, that difference that you saw between being a data scientist and ML engineer. Yeah, let's just start there."
4;Mikiko Bazeley;00:01:43.430;00:01:58.780;00:00:15.350;"Yeah, it's funny because when I've talked to other MLOps engineers or the platform engineer types, everyone's origin story really starts off from the story of trying to move your model from a Jupyter Notebook to something that's actually in production."
5;Mikiko Bazeley;00:01:58.930;00:02:21.830;00:00:22.900;"Specifically that moment came to me early on. Right before I think quarantine hit, I was working as a data scientist focused on growth marketing at Livongo, which was soon to be acquired by this company called Teladoc, which was involved in telemedicine and was considered one of the biggest telemedicine companies in the US at least."
6;Mikiko Bazeley;00:02:22.210;00:02:52.300;00:00:30.090;"I worked for Livongo. Our main focus was really on IoT data for people with chronic conditions, specifically with diabetes, hypertension, and there's a few others. We were just starting to get into kidney failure. Essentially the way we did that was Livongo created a glucose measure or a diabetes monitor. We get that information, analyse it, and then try to make the patients or the users aware that, hey, you might be having a spike."
7;Mikiko Bazeley;00:02:52.860;00:03:10.710;00:00:17.850;"My particular focus, though, at that company was actually trying to get people enrolled into the programs. At Livongo, we would partner with companies like, for example, Home Depot or a few others, where they are either self-insured or even maybe they're part of Medicare Medicaid."
8;Mikiko Bazeley;00:03:10.790;00:03:32.560;00:00:21.770;"My goal was to, number 1, make sure that when the company sent out any emails or even mail, they were actually dealing with mail, make sure that we understood well, first off, whether or not someone was going to sign up and get enrolled into the program. Secondly, what were the potential factors as to why they wouldn't sign up?"
9;Mikiko Bazeley;00:03:34.050;00:03:56.150;00:00:22.100;"There's like a number of things we were trying to understand. We wanted to get people enrolled in these health programs that we really believe would improve their lives, especially with chronic conditions. Of course, in that instance, or in that scenario, what you really want is you want to be able to very quickly segment users or patients who are going to enroll or not enroll."
10;Mikiko Bazeley;00:03:56.570;00:04:27.970;00:00:31.400;"You want to be able to very quickly deliver that to our nurses, to our in service caretakers, etc. They need that information sooner or later. This is especially true if you're trying to look at spikes in their glucose or A1C for diabetes. Being able to have those inferences and predictions served as real-time as possible, whether it's truly real-time or whether it's in fact more of like a batch process, was really important."
11;Mikiko Bazeley;00:04:28.790;00:04:48.630;00:00:19.840;"Of course, when I was first trying to develop predictive models, I had come out of a boot camp prior to that. But the actual deployment and the serving and monitoring was really just not talked about or taught. I'm not blaming the boot camp for it, but I think those are really, really complicated problems."
12;Mikiko Bazeley;00:04:48.700;00:05:08.910;00:00:20.210;"A lot of times we just did not have the either engineering resources or even the experience on the engineering side dealing with machine learning to be able to get those models in production. I was doing a lot of bootstrapping. I saw people around me, even some of the senior data scientists, having that same issue."
13;Mikiko Bazeley;00:05:09.190;00:05:33.760;00:00:24.570;"I realised that, look, this is actually like a real bottleneck for whatever reasons, and it's something that I really want to work on. I feel like it was really valuable because no matter what, I could create the most beautiful models in the world or the most beautiful analyses, but if I couldn't actually get it in front of people in a scalable way, my value as a data scientist was going to be severely bottlenecked and limited."
14;Simba Khadder;00:05:33.910;00:05:46.840;00:00:12.930;"Got it. I guess you started seeing that problem, the ML engineering problem. It sounds like that's what drove you to want to work on that problem in particular, moving to the ML engineering side at Mailchimp."
15;Mikiko Bazeley;00:05:46.930;00:06:10.270;00:00:23.340;"Yeah, absolutely. A huge part of it, too, was I noticed that early on there was this gap between data science practitioners or people who are building these data science or machine learning assets and the deployment and the scaling layer. How do we standardise and how do we make this into a practice that can really be enabled?"
16;Mikiko Bazeley;00:06:10.730;00:06:36.830;00:00:26.100;"I was super interested in that, especially since I was like boot camp grad, self-taught and formally taught. I wanted to really understand what are ways that we can enable experimentation and innovation at scale. Yes, that's when I started saying, okay, I want to pivot more to the platform side, start to make those moves, and then join the Mailchimp team to do exactly that work."
17;Simba Khadder;00:06:36.930;00:07:03.350;00:00:26.420;"You talked about value both on the data science side and the MLOps side. On the data science side, you mentioned the MLOps was bottlenecking your ability to create value as a data scientist. I want to first go into that piece. As the macro environment is changing, people especially like data scientists, I think many of them are looking around and trying to say hey, how am I bringing value to my organisation? And trying to be able to show that."
18;Simba Khadder;00:07:03.940;00:07:12.150;00:00:08.210;"My first question to you is, how does a data scientist do that? Where do you feel like data scientists provide value to an organisation?"
19;Mikiko Bazeley;00:07:12.890;00:07:56.990;00:00:44.100;"Yeah, and actually, I would argue that what I was being bald necked on was a lack of MLOps practice and tooling. I would say that was actually the bigger bottleneck. In terms of where data scientists bring value in an organisation, so I remember a few years ago and it's funny how stuff just changes, what people think is really important in a data scientist role. A few years ago, everyone was all about the full stack data scientists, similar to how they're all about the full stack, like web unicorn or what have you. Everyone was saying, look, data scientists should be able to do infrastructure. They should be able to do Kubernetes and Jenkins and Terraform, etc."
20;Mikiko Bazeley;00:07:57.960;00:08:23.150;00:00:25.190;"I really don't think that's where data scientists excel. For me, personally, I was very blessed in being able to see really awesome data scientists at Teldoc, who created some amazing analyses and research on what were some of the risk factors for our chronic condition population with regards to COVID. There was some fantastic work there."
21;Mikiko Bazeley;00:08:23.220;00:08:48.190;00:00:24.970;"I also saw some really awesome data scientists at Mailchimp, some of the really awesome projects that they were doing. Even before, I'm trying to think. This was maybe around the time stable diffusion came out and I think a little bit after, and maybe right before ChatGPT-3 was being announced, or sorry, GPT-3 was being announced, not ChatGBT, but GPT-3 was being announced."
22;Mikiko Bazeley;00:08:48.270;00:09:02.840;00:00:14.570;"Right in between that time period, for example, some of our data scientists, they were actually trying to figure out ways to create business value using some of the existing generative AI models out there for small, medium-sized business users Mailchimp."
23;Mikiko Bazeley;00:09:03.680;00:09:33.710;00:00:30.030;"I remember there's a very specific set of models that they were working on to power what's called Creative Assistant. Specifically what Creative Assistant does is in order to help small, medium-sized business owners relieve the burden of, for example, having to create email content like the images, the copy, rather than having to go hire and organise like a designer off of Fiverr to do that."
