Number;Speaker;Start time;End time;Duration;Text
0;Speaker 1;00:00:06.010;00:00:25.880;00:00:19.870;"Hey, I'm Simpa Kather, and you're listening to the MWF Weekly Podcast. This week I'm really excited to be chatting with Nervous Date. He's a Forbes 30 under 30 recipient and the co founder of NCO of Obviously AI, which is no code auto model company. Prior to obviously AI Nerman built the AI infrastructure as streamlabs. Nervous, it's so awesome to have you on the show today."
1;Speaker 2;00:00:25.960;00:00:27.370;00:00:01.410;"Likewise. Thanks for having me."
2;Speaker 1;00:00:27.430;00:00:32.890;00:00:05.460;"I like to start by just learning a bit about your journey to where you are today. What got you to machine learning in particular?"
3;Speaker 2;00:00:33.010;00:01:32.090;00:00:59.080;"That's pretty interesting. When I was in college, I never wanted to do machine learning. I was very intrigued by data science and algorithms and really kind of going into the nitty gritty of it. One day we had an option to take a random course and you weren't going to get graded on it, so it's not going to affect your score. So for just shifts and giggles, I ended up taking a PhD level course on building neural networks from scratch using simply just NumPy. The entire course was about building neural networks purely from NumPy. I was like, I might as well do it because they're not going to grade me on it. It's not going to matter. So during that course, it absolutely blew my mind how neural networks function got really deep into things like activation functions, hidden layers, all that fun stuff, and really coded it from pure scratch. When I did that, it truly changed my entire perspective on how I think and be machine learning. And after that I ended up doing more machine learning courses and really became super into programming from that standpoint and really got into a bunch of different other machine learning field studies."
4;Speaker 2;00:01:32.160;00:01:37.830;00:00:05.670;"That's kind of how I just randomly got into it. It wasn't really planned, but it's pretty exciting so far."
5;Speaker 1;00:01:37.940;00:01:57.380;00:00:19.440;"I feel like knowing you for as long as I have, I'm not surprised that you went for the PhD level course. With that. I was like, cool man, I'm going to go do surfing. Obviously. We started the company. You're building Auto Amount. With all the huge range of things you could have worked on machine learning, what made you decide to work on auto mal?"
6;Speaker 2;00:01:57.470;00:02:57.410;00:00:59.940;"Great question. I used to work as a data scientist at a company called Streamlabs. As you mentioned, when I joined them, they were about CVS, they are about 70 people and I was the only data science person at the company. And so everyone that was not technical, right, like the sales analysts, marketing analyst, even entry level data analysts on the team, these guys would come up to me and they would say, hey, can you help me build a predictive model for churn or retention? And we kind of really go into kind of looking at which customers are active, which are new, which are kind of resurrected, and which are likely to churn and things of that nature. It was pretty important for Streamlabs at the time because the adaptive platform was built on influencers. If an influencer leaves Streamlabs streaming service, they're taking thousands of other followers with them. So these things became very, very important for Streamlabs then and I became naturally part of it. As I started to work, it was very clear that the need for AI and data science projects was there but the talent wasn't right. They had hired me, who was I was just kind of like some dude that was just in his college kind of doing that internship that hired me."
7;Speaker 2;00:02:57.510;00:03:57.220;00:00:59.710;"And it wasn't really about the budget or something but it was really the fact that kind of finding the right kind of talent with the right kind of industry background and domain expertise coming together that's really tough and kind of getting that streamlined is very tough. That's when it really started is can we build a tool that allows anyone that's a domain expert, that's an entry level analyst that's been in the industry for a bit without a technical data science background to build their own AI models, without writing code? That's when the idea of obviously I really started. We could have been obviously in multiple different directions. We could have focused on vision AI or natural language processing with a bunch of different things. But it was very clear from the beginning that majority of data science problems that exist today are mostly in kind of like very niche supervised learning, tabular data, that kind of focus. So that's why we decided to kind of double down on AutoML as our key expertise, kind of build it out from scratch and really kind of build something that was kind of breaking industry standards. Today we are the fastest, most precise tool in the market and that's something that we've always aspired to continue."
8;Speaker 1;00:03:57.360;00:04:29.210;00:00:31.850;"AutoML I've always found to be such an interesting space and your story we talked about was the story of pay analysts at a company, some data science. I can do a little bit of machine learning but AutoML would kind of give me superpowers, I guess for lack of a way to put it nowadays. Obviously that's still true in a lot of cases. But I'm curious about I guess as people progress and as now there are more machine learning teams, what's the future of AutoML? Does AutoML replace like all custom machine learning? They live side by side. How does it look?"
9;Speaker 2;00:04:29.310;00:05:26.710;00:00:57.400;"Great question. We like to see really what we do obviously in AutoML industry in general as more like a calculator for data scientists, right? Think of it as a calculator for accounting teams. It wasn't really necessary replacing any of the work that the accounting team did, but it accelerated it. So we really see that being very similar to accelerating data science teams or even like beginner level data scientists to do the work really quickly in terms of where we fit. It's pretty interesting because I have the privilege to talk to so many data analysts every day. We talk to at least 100. Either it's the users on free trial or customers. I get to talk to a bunch of those folks. And what we really learned is that there are two things that are happening that are very interesting to look at. The first one is what we call modernization of AI, which is probably what you've heard a lot in this space. But what that really means is back in the day or a couple of years back, companies really cared about things like proprietary AI models. Majority of that thought process has changed a little bit."
